original_idx,RM,LSTAT,RAD,CRIM,PTRATIO,DIS,ZN,NOX,CHAS,B,TAX,INDUS,AGE,MEDV
160,,,,0.5295032941781129,-1.5470145723649098,1.7984,0.0,0.605,1,338.92,403,19.58,92.6,27.0
151,,,,0.6007470242274092,-1.5470145723649098,1.5916,0.0,0.871,0,341.6,403,19.58,100.0,19.6
163,,,,0.6073614431346269,-1.5470145723649098,2.162,0.0,0.605,1,388.45,403,19.58,93.9,50.0
162,,,,0.6895545202744774,-1.5470145723649098,2.0407,0.0,0.605,1,389.61,403,19.58,98.2,50.0
148,,,,0.7928634140716326,-1.5470145723649098,1.5296,0.0,0.871,0,356.99,403,19.58,93.8,17.8
484,,,,0.8014930175846947,0.8339166373605564,3.7239999999999998,0.0,0.583,0,370.73,666,18.1,41.9,20.6
145,,,,0.8016311596916379,-1.5470145723649098,1.4191,0.0,0.871,0,172.91,403,19.58,100.0,13.8
310,,,,0.8451277895169171,-0.2440160109439703,2.5194,0.0,0.544,0,350.45,304,9.9,37.8,16.1
144,,,,0.8676897997248779,-1.5470145723649098,1.3459,0.0,0.871,0,396.9,403,19.58,97.8,11.8
142,,,,0.9424807864434482,-1.5470145723649098,1.3216,0.0,0.871,1,396.9,403,19.58,100.0,13.4
155,,,,0.9685339130198567,-1.5470145723649098,1.7455,0.0,0.871,1,88.01,403,19.58,82.6,15.6
366,,,,0.9871647807402474,0.8339166373605564,1.7523,0.0,0.718,0,316.03,666,18.1,91.4,21.9
361,,,,1.0025756389480835,0.8339166373605564,2.2955,0.0,0.77,0,350.65,666,18.1,91.1,19.9
143,,,,1.0297555423923825,-1.5470145723649098,1.4118,0.0,0.871,0,396.9,403,19.58,100.0,15.6
363,,,,1.0421513149388442,0.8339166373605564,1.9047,0.0,0.77,1,353.04,666,18.1,89.0,16.8
359,,,,1.045932055703039,0.8339166373605564,2.5091,0.0,0.77,0,390.74,666,18.1,81.3,22.6
365,,,,1.0734140939871115,0.8339166373605564,1.6132,0.0,0.718,0,354.7,666,18.1,87.9,27.5
455,,,,1.090722824119522,0.8339166373605564,2.4358,0.0,0.713,0,50.92,666,18.1,86.5,14.1
433,,,,1.15624401516999,0.8339166373605564,2.3158,0.0,0.713,0,100.19,666,18.1,87.9,14.3
442,,,,1.1623981847063942,0.8339166373605564,2.0048,0.0,0.74,0,395.69,666,18.1,100.0,18.4
482,,,,1.1670078601272569,0.8339166373605564,3.4106,0.0,0.532,0,395.28,666,18.1,77.0,25.0
475,,,,1.2111910380688358,0.8339166373605564,2.206,0.0,0.584,0,302.76,666,18.1,97.4,13.3
462,,,,1.2273549819522858,0.8339166373605564,2.7344,0.0,0.713,0,396.9,666,18.1,83.0,19.5
450,,,,1.2311333393861963,0.8339166373605564,2.3236,0.0,0.713,0,0.32,666,18.1,92.6,13.4
390,,,,1.2454956134179693,0.8339166373605564,1.9265,0.0,0.7,0,394.43,666,18.1,97.0,15.1
421,,,,1.248965679100599,0.8339166373605564,1.8746,0.0,0.718,0,319.98,666,18.1,95.3,14.2
449,,,,1.2767116449534812,0.8339166373605564,2.185,0.0,0.713,0,304.21,666,18.1,98.3,13.0
397,,,,1.2843976353234796,0.8339166373605564,1.6334,0.0,0.693,0,393.1,666,18.1,98.9,8.5
441,,,,1.3787478844039582,0.8339166373605564,2.0651,0.0,0.74,0,385.96,666,18.1,97.2,17.1
435,,,,1.433256173861909,0.8339166373605564,2.1247,0.0,0.74,0,109.85,666,18.1,94.6,13.4
392,,,,1.4477584169688533,0.8339166373605564,1.77,0.0,0.7,0,396.9,666,18.1,97.0,9.7
407,,,,1.4602777725768366,0.8339166373605564,1.2852,0.0,0.659,0,332.09,666,18.1,100.0,27.9
422,,,,1.4634699239054192,0.8339166373605564,1.9512,0.0,0.614,0,291.55,666,18.1,87.6,20.8
401,,,,1.529232593548329,0.8339166373605564,1.5741,0.0,0.693,0,396.9,666,18.1,100.0,7.2
388,,,,1.5319209356431884,0.8339166373605564,1.5895,0.0,0.7,0,372.92,666,18.1,100.0,10.2
376,,,,1.5573089960721647,0.8339166373605564,1.3449,0.0,0.6709999999999999,0,363.02,666,18.1,93.3,13.9
385,,,,1.5947540996522527,0.8339166373605564,1.4261,0.0,0.7,0,396.9,666,18.1,98.1,7.2
415,,,,1.6235536098343983,0.8339166373605564,1.8347,0.0,0.679,0,27.25,666,18.1,100.0,7.2
374,,,,1.6324870943153214,0.8339166373605564,1.137,0.0,0.6679999999999999,0,396.9,666,18.1,100.0,13.8
384,,,,1.6650524534263702,0.8339166373605564,1.4395,0.0,0.7,0,285.83,666,18.1,91.2,8.8
386,,,,1.7424600107693866,0.8339166373605564,1.4672,0.0,0.7,0,396.9,666,18.1,100.0,10.5
400,,,,1.7530436610318436,0.8339166373605564,1.5888,0.0,0.693,0,396.9,666,18.1,100.0,5.6
417,,,,1.7671516846793152,0.8339166373605564,1.6475,0.0,0.679,0,127.36,666,18.1,89.1,10.4
404,,,,1.9621724302403687,0.8339166373605564,1.6074,0.0,0.693,0,329.46,666,18.1,85.4,8.5
405,,,,2.1922333317546516,0.8339166373605564,1.4254,0.0,0.693,0,384.97,666,18.1,100.0,5.0
504,,,1.0,-0.6429093856329146,1.4512461652389805,2.3889,0.0,0.573,0,393.45,273,11.93,89.3,22.0
269,,,3.0,-0.740315405311822,-0.1423608133519389,3.9175,20.0,0.46399999999999997,1,391.34,223,6.96,61.5,20.7
45,,,3.0,-0.4169284310081837,-0.48115598692927425,5.1004,0.0,0.44799999999999995,0,396.9,233,6.91,33.8,19.3
83,,,4.0,-1.2346616661840455,0.07347176734476896,5.4007,25.0,0.426,0,390.64,281,4.86,46.7,22.9
277,,,4.0,-0.944292098836412,-0.6125179524635898,4.8628,40.0,0.447,1,393.45,254,6.41,27.6,33.1
295,,,4.0,-0.5586808050262279,-1.1943938643994008,5.9604,0.0,0.4370000000000001,0,396.9,289,13.92,31.1,28.6
138,,,4.0,-0.2308131697481034,1.6215019203667385,1.6686,0.0,0.624,0,392.04,437,21.89,98.2,13.3
127,,,4.0,-0.21285379363741716,1.6215019203667385,1.7883,0.0,0.624,0,392.11,437,21.89,96.0,16.2
128,,,4.0,-0.10236415024712071,1.6215019203667385,1.8125,0.0,0.624,0,396.9,437,21.89,98.8,18.0
133,,,4.0,-0.09590717390442903,1.6215019203667385,2.4699,0.0,0.624,0,388.69,437,21.89,95.4,18.4
137,,,4.0,-0.06416483170144945,1.6215019203667385,1.8498,0.0,0.624,0,394.08,437,21.89,98.4,17.1
132,,,4.0,0.17961493691193223,1.6215019203667385,2.3274,0.0,0.624,0,385.76,437,21.89,97.9,23.0
14,,,4.0,0.21587931453112355,1.4512461652389805,4.4619,0.0,0.5379999999999999,0,380.02,307,8.14,84.5,18.2
28,,,4.0,0.30433694526153543,1.4512461652389805,4.4547,0.0,0.5379999999999999,0,387.94,307,8.14,94.4,18.4
129,,,4.0,0.3641341056682525,1.6215019203667385,1.9799,0.0,0.624,0,396.9,437,21.89,94.7,14.3
134,,,4.0,0.41046616770001193,1.6215019203667385,2.346,0.0,0.624,0,262.76,437,21.89,98.4,15.6
30,,,4.0,0.47655439219522805,1.4512461652389805,4.2330000000000005,0.0,0.5379999999999999,0,360.17,307,8.14,94.1,12.7
336,,,5.0,-1.253833102238362,0.8339166373605564,5.2311,0.0,0.515,0,396.9,224,5.19,46.3,19.5
104,,,5.0,-0.5200020927296111,1.3686186004260046,2.421,0.0,0.52,0,392.69,384,8.56,90.0,20.1
103,,,5.0,-0.3123543975860792,1.3686186004260046,2.7147,0.0,0.52,0,394.47,384,8.56,87.4,19.3
259,,,5.0,0.22924943550926766,-1.8871431757252572,2.0107,20.0,0.647,0,391.93,264,3.97,100.0,30.1
241,,,6.0,-0.6593623236476196,-0.9977065355891357,6.3361,30.0,0.428,0,394.62,300,4.93,65.1,20.1
113,,,6.0,-0.28845553492431375,-0.5258182504646595,2.548,0.0,0.547,0,396.9,432,10.01,95.4,18.7
58,,,8.0,-0.46911937058358594,0.49495561562927587,7.8148,25.0,0.45299999999999996,0,390.68,284,5.13,29.2,23.3
224,,,8.0,-0.11757590649648746,-0.6958295247686671,2.8944,0.0,0.504,0,385.05,307,6.2,78.3,44.8
237,,,8.0,0.11311601621975978,-0.6958295247686671,4.148,0.0,0.507,0,390.07,307,6.2,71.6,31.5
465,,,24.0,0.9221449088288227,0.8339166373605564,3.0665,0.0,0.655,0,334.4,666,18.1,48.2,19.9
461,,,24.0,0.9867330840007343,0.8339166373605564,2.5671,0.0,0.713,0,391.43,666,18.1,88.4,17.7
357,,,24.0,1.0039623761326923,0.8339166373605564,2.5052,0.0,0.77,1,391.34,666,18.1,91.0,21.7
471,,,24.0,1.0237655779244297,0.8339166373605564,3.0993,0.0,0.532,0,395.33,666,18.1,90.7,19.6
456,,,24.0,1.083458288585897,0.8339166373605564,2.5806,0.0,0.713,0,10.48,666,18.1,87.9,12.7
460,,,24.0,1.0958372557857667,0.8339166373605564,2.5975,0.0,0.713,0,255.23,666,18.1,90.0,16.4
368,,,24.0,1.103088456358886,0.8339166373605564,1.3325,0.0,0.631,0,375.52,666,18.1,100.0,50.0
452,,,24.0,1.1187833570680017,0.8339166373605564,2.3682,0.0,0.713,0,385.09,666,18.1,91.8,16.1
358,,,24.0,1.127624088557727,0.8339166373605564,2.7227,0.0,0.77,1,395.43,666,18.1,83.4,22.7
391,,,24.0,1.1347077908693783,0.8339166373605564,2.1678,0.0,0.7,0,378.38,666,18.1,82.5,23.2
451,,,24.0,1.1459309053720532,0.8339166373605564,2.3552,0.0,0.713,0,355.29,666,18.1,98.2,15.2
369,,,24.0,1.16265648347329,0.8339166373605564,1.3567,0.0,0.631,1,375.33,666,18.1,96.8,50.0
480,,,24.0,1.173519316083238,0.8339166373605564,3.4242,0.0,0.532,0,396.9,666,18.1,64.7,23.0
446,,,24.0,1.2045091363225713,0.8339166373605564,2.072,0.0,0.74,0,318.01,666,18.1,96.4,14.9
432,,,24.0,1.2143892277489376,0.8339166373605564,2.2004,0.0,0.584,0,97.95,666,18.1,74.8,16.1
458,,,24.0,1.2885553184850367,0.8339166373605564,2.7831,0.0,0.713,0,272.21,666,18.1,83.7,14.9
389,,,24.0,1.308618603110475,0.8339166373605564,1.7281,0.0,0.7,0,396.9,666,18.1,98.9,11.5
457,,,24.0,1.3110009346295244,0.8339166373605564,2.7792,0.0,0.713,0,3.5,666,18.1,80.3,13.5
430,,,24.0,1.324922722548732,0.8339166373605564,2.0527,0.0,0.584,0,83.45,666,18.1,86.1,14.5
395,,,24.0,1.3353145407998013,0.8339166373605564,1.7257,0.0,0.693,0,391.98,666,18.1,98.8,13.1
448,,,24.0,1.3622941828849318,0.8339166373605564,2.2616,0.0,0.713,0,396.9,666,18.1,98.7,14.1
377,,,24.0,1.382775361542347,0.8339166373605564,1.358,0.0,0.6709999999999999,0,396.9,666,18.1,98.8,13.3
447,,,24.0,1.3868429831717575,0.8339166373605564,2.198,0.0,0.74,0,388.52,666,18.1,96.6,12.6
443,,,24.0,1.3885036295680546,0.8339166373605564,1.9784,0.0,0.74,0,386.73,666,18.1,100.0,15.4
478,,,24.0,1.3989517581150297,0.8339166373605564,2.1705,0.0,0.614,0,379.7,666,18.1,96.7,14.6
445,,,24.0,1.4155633381696222,0.8339166373605564,1.9879,0.0,0.74,0,43.06,666,18.1,94.8,11.8
416,,,24.0,1.4215344062672695,0.8339166373605564,1.8195,0.0,0.679,0,21.57,666,18.1,90.8,7.5
420,,,24.0,1.430663670033744,0.8339166373605564,1.8589,0.0,0.718,0,318.75,666,18.1,100.0,16.7
394,,,24.0,1.5042038884825046,0.8339166373605564,1.7821,0.0,0.693,0,396.9,666,18.1,94.7,12.7
434,,,24.0,1.5201985975690748,0.8339166373605564,2.2222,0.0,0.713,0,100.63,666,18.1,95.0,11.7
437,,,24.0,1.5544436146844416,0.8339166373605564,1.9142,0.0,0.74,0,9.32,666,18.1,100.0,8.7
425,,,24.0,1.5717883072033028,0.8339166373605564,1.9096,0.0,0.679,0,7.68,666,18.1,95.4,8.3
379,,,24.0,1.6187667529981258,0.8339166373605564,1.3861,0.0,0.6709999999999999,0,393.74,666,18.1,100.0,10.2
375,,,24.0,1.655555626093749,0.8339166373605564,1.3163,0.0,0.6709999999999999,0,396.9,666,18.1,97.9,15.0
413,,,24.0,1.8074174106262495,0.8339166373605564,1.5894,0.0,0.597,0,210.97,666,18.1,100.0,16.3
427,,,24.0,1.9205029719230826,0.8339166373605564,1.8629,0.0,0.679,0,18.82,666,18.1,78.7,10.9
410,,,24.0,2.0536650769971576,0.8339166373605564,1.413,0.0,0.597,0,2.6,666,18.1,100.0,15.0
192,,1.1916739424406513,5.0,-0.7636778152900947,-1.4222575652151794,6.4798,45.0,0.4370000000000001,0,390.49,398,3.44,26.3,36.4
370,,1.231070389971486,24.0,1.2202668080591186,0.8339166373605564,1.2024,0.0,0.631,1,392.05,666,18.1,97.5,50.0
282,,1.2525590551614507,5.0,-0.9441205507348688,-1.4986288445604994,5.2119,20.0,0.4429,1,377.07,216,3.33,49.7,46.0
299,,1.8674573518606503,5.0,-0.9953561179011979,-1.523068108286648,7.8278,70.0,0.4,0,371.58,358,2.24,10.0,29.0
243,,1.998075813779372,6.0,-0.5655862705122254,-0.9977065355891357,7.0355,30.0,0.428,0,374.71,300,4.93,7.8,23.7
189,,2.0533330708084647,5.0,-0.7815388693724241,-1.4222575652151794,4.5667,45.0,0.4370000000000001,0,396.9,398,3.44,38.9,34.9
273,,2.352873673936957,3.0,-0.28898786189126385,-0.1423608133519389,4.3665,20.0,0.46399999999999997,1,390.77,223,6.96,51.8,35.2
343,,2.4882449816799417,5.0,-1.4159367766698625,-0.6125179524635898,5.7321,55.0,0.484,0,396.9,370,3.78,56.4,23.9
261,,2.505627095467912,5.0,0.1331077973155675,-1.8871431757252572,2.1398,20.0,0.647,0,388.37,264,3.97,89.4,43.1
302,,2.7901207784989994,7.0,-0.7290098399323934,-1.163237354078121,5.4917,34.0,0.433,0,383.61,329,6.09,18.4,26.4
173,,2.8587952066858477,5.0,-0.7339275514924624,-0.9977065355891357,2.6463,0.0,0.51,0,395.5,296,4.05,84.1,23.6
323,,3.3034102137939443,5.0,-0.168397045747662,0.4311029799776722,4.7211,0.0,0.493,0,391.13,287,7.38,74.3,18.5
29,,3.3389551826529553,4.0,0.4224502039824784,1.4512461652389805,4.239,0.0,0.5379999999999999,0,380.23,307,8.14,87.3,21.0
498,,3.4730906422291947,6.0,-0.2522159540945871,0.18798563778556404,2.4091,0.0,0.585,0,396.9,391,9.69,65.3,21.2
464,,3.5143108208238836,24.0,1.293019212036087,0.8339166373605564,2.9634,0.0,0.655,0,396.9,666,18.1,65.4,21.4
107,,3.629898228752448,5.0,-0.5514867523650652,1.3686186004260046,2.1224,0.0,0.52,0,387.69,384,8.56,85.2,20.4
150,,3.6311943763592582,5.0,0.6453271779618444,-1.5470145723649098,1.618,0.0,0.871,0,372.8,403,19.58,97.3,21.5
46,,3.6376644869391375,3.0,-0.3699947968306511,-0.48115598692927425,5.1004,0.0,0.44799999999999995,0,396.9,233,6.91,33.3,20.0
208,,3.702671390138623,4.0,-0.5336793384792732,-0.1423608133519389,4.2392,0.0,0.489,1,381.32,277,10.59,59.1,24.4
486,,3.7425733600100832,24.0,1.1642104900710486,0.8339166373605564,3.5459,0.0,0.583,0,392.68,666,18.1,79.8,19.1
109,,3.812047005755567,5.0,-0.2044895058216086,1.3686186004260046,2.5451,0.0,0.52,0,391.23,384,8.56,91.2,19.4
136,,3.969069265020972,4.0,-0.10651580166124164,1.6215019203667385,1.9669,0.0,0.624,0,378.25,437,21.89,93.5,17.4
380,,4.003750438062856,24.0,2.4036251796910357,0.8339166373605564,1.4165,0.0,0.6709999999999999,0,396.9,666,18.1,91.9,10.4
23,,4.284073966740078,4.0,0.4160990047704366,1.4512461652389805,4.0952,0.0,0.5379999999999999,0,394.54,307,8.14,100.0,14.5
440,,4.496693694523684,24.0,1.7021434232753787,0.8339166373605564,1.8662,0.0,0.74,0,391.45,666,18.1,92.4,10.5
439,,4.566259339863007,24.0,1.3649037773597903,0.8339166373605564,1.8172,0.0,0.74,0,396.9,666,18.1,93.9,12.8
382,,4.62969071879301,24.0,1.356201210799346,0.8339166373605564,1.5804,0.0,0.7,0,396.9,666,18.1,100.0,11.3
147,,5.102184995078214,5.0,0.7997036468919867,-1.5470145723649098,1.4608,0.0,0.871,0,391.71,403,19.58,95.7,14.6
367,3.863,3.529243938103594,24.0,1.5089640514157572,0.8339166373605564,1.5106,0.0,0.631,0,131.42,666,18.1,100.0,23.1
406,4.138,4.606959566159578,24.0,1.6773252108175176,0.8339166373605564,1.1781,0.0,0.659,0,370.22,666,18.1,100.0,11.9
412,4.628,5.436082769295268,24.0,1.6391153912447467,0.8339166373605564,1.5539,0.0,0.597,0,28.79,666,18.1,100.0,17.9
373,4.9060000000000015,5.462014376627612,24.0,1.431400571890268,0.8339166373605564,1.1742,0.0,0.6679999999999999,0,396.9,666,18.1,100.0,13.8
