original_idx,RM,LSTAT,RAD,CRIM,PTRATIO,DIS,ZN,NOX,CHAS,B,TAX,INDUS,AGE,MEDV
177,,,5.0,0.05425,16.6,3.3175,0.0,0.51,0,395.6,296,4.05,73.4,24.6
340,,,5.0,0.06151,20.2,4.8122,0.0,0.515,0,396.9,224,5.19,58.5,18.7
178,,,5.0,0.06642,16.6,2.9153,0.0,0.51,0,391.27,296,4.05,74.4,29.9
175,,,5.0,0.06663999999999999,16.6,3.1323,0.0,0.51,0,390.96,296,4.05,33.1,29.4
37,,,5.0,0.08014,19.2,3.9342,0.0,0.499,0,396.9,279,5.96,41.5,21.0
218,,,5.0,0.11069000000000001,16.4,2.8893,0.0,0.55,1,396.9,276,13.89,93.8,21.5
101,,,5.0,0.11432,20.9,2.8561,0.0,0.52,0,395.58,384,8.56,71.3,26.5
105,,,5.0,0.13262000000000002,20.9,2.1069,0.0,0.52,0,394.05,384,8.56,96.7,19.5
100,,,5.0,0.14866,20.9,2.7778,0.0,0.52,0,394.76,384,8.56,79.9,27.5
10,,,5.0,0.22489,15.2,6.3467,12.5,0.524,0,392.52,311,7.87,94.3,15.0
326,,,5.0,0.30346999999999996,19.6,5.4159,0.0,0.493,0,396.9,287,7.38,28.9,23.0
322,,,5.0,0.35114,19.6,4.7211,0.0,0.493,0,396.9,287,7.38,49.9,20.4
261,,,5.0,0.5341199999999999,13.0,2.1398,20.0,0.647,0,388.37,264,3.97,89.4,43.1
258,,,5.0,0.66351,13.0,1.8946,20.0,0.647,0,383.29,264,3.97,100.0,36.0
151,,,5.0,1.49632,14.7,1.5916,0.0,0.871,0,341.6,403,19.58,100.0,19.6
163,,,5.0,1.51902,14.7,2.162,0.0,0.605,1,388.45,403,19.58,93.9,50.0
156,,,5.0,2.4466799999999997,14.7,1.7364,0.0,0.871,0,88.63,403,19.58,94.0,13.1
239,,,6.0,0.09252,16.6,6.1899,30.0,0.428,0,383.78,300,4.93,42.2,23.3
495,,,6.0,0.17899,19.2,2.7986,0.0,0.585,0,393.29,391,9.69,28.8,23.1
498,,,6.0,0.23911999999999997,19.2,2.4091,0.0,0.585,0,396.9,391,9.69,65.3,21.2
497,,,6.0,0.26838,19.2,2.8927,0.0,0.585,0,396.9,391,9.69,70.6,18.3
247,,,7.0,0.19657,19.1,8.0555,22.0,0.431,0,376.14,330,5.86,79.2,20.5
253,,,7.0,0.36894,19.1,8.9067,22.0,0.431,0,396.9,330,5.86,8.4,42.8
233,,,8.0,0.33147,17.4,3.6519,0.0,0.507,0,378.95,307,6.2,70.4,48.3
232,,,8.0,0.57529,17.4,3.8384,0.0,0.507,0,385.91,307,6.2,73.3,41.7
465,,,24.0,3.1636,20.2,3.0665,0.0,0.655,0,334.4,666,18.1,48.2,19.9
364,,,24.0,3.4742800000000003,20.2,1.9047,0.0,0.718,1,354.55,666,18.1,82.9,21.9
485,,,24.0,3.6736699999999995,20.2,3.9917,0.0,0.583,0,388.62,666,18.1,51.9,21.2
461,,,24.0,3.69311,20.2,2.5671,0.0,0.713,0,391.43,666,18.1,88.4,17.7
366,,,24.0,3.69695,20.2,1.7523,0.0,0.718,0,316.03,666,18.1,91.4,21.9
466,,,24.0,3.7749800000000002,20.2,2.8715,0.0,0.655,0,22.01,666,18.1,84.7,19.0
361,,,24.0,3.83684,20.2,2.2955,0.0,0.77,0,350.65,666,18.1,91.1,19.9
357,,,24.0,3.8497,20.2,2.5052,0.0,0.77,1,391.34,666,18.1,91.0,21.7
471,,,24.0,4.03841,20.2,3.0993,0.0,0.532,0,395.33,666,18.1,90.7,19.6
359,,,24.0,4.26131,20.2,2.5091,0.0,0.77,0,390.74,666,18.1,81.3,22.6
360,,,24.0,4.541919999999999,20.2,2.5182,0.0,0.77,0,374.56,666,18.1,88.0,25.0
455,,,24.0,4.75237,20.2,2.4358,0.0,0.713,0,50.92,666,18.1,86.5,14.1
460,,,24.0,4.812130000000001,20.2,2.5975,0.0,0.713,0,255.23,666,18.1,90.0,16.4
476,,,24.0,4.87141,20.2,2.3053,0.0,0.614,0,396.21,666,18.1,93.6,16.7
368,,,24.0,4.898219999999999,20.2,1.3325,0.0,0.631,0,375.52,666,18.1,100.0,50.0
358,,,24.0,5.20177,20.2,2.7227,0.0,0.77,1,395.43,666,18.1,83.4,22.7
433,,,24.0,5.5810699999999995,20.2,2.3158,0.0,0.713,0,100.19,666,18.1,87.9,14.3
442,,,24.0,5.66637,20.2,2.0048,0.0,0.74,0,395.69,666,18.1,100.0,18.4
486,,,24.0,5.69175,20.2,3.5459,0.0,0.583,0,392.68,666,18.1,79.8,19.1
481,,,24.0,5.7081800000000005,20.2,3.3317,0.0,0.532,0,393.07,666,18.1,74.9,23.7
463,,,24.0,5.82115,20.2,2.8016,0.0,0.713,0,393.82,666,18.1,89.9,20.2
480,,,24.0,5.8240099999999995,20.2,3.4242,0.0,0.532,0,396.9,666,18.1,64.7,23.0
396,,,24.0,5.87205,20.2,1.6768,0.0,0.693,0,396.9,666,18.1,96.0,12.5
370,,,24.0,6.53876,20.2,1.2024,0.0,0.631,1,392.05,666,18.1,97.5,50.0
462,,,24.0,6.65492,20.2,2.7344,0.0,0.713,0,396.9,666,18.1,83.0,19.5
390,,,24.0,6.96215,20.2,1.9265,0.0,0.7,0,394.43,666,18.1,97.0,15.1
421,,,24.0,7.022589999999999,20.2,1.8746,0.0,0.718,0,319.98,666,18.1,95.3,14.2
449,,,24.0,7.52601,20.2,2.185,0.0,0.713,0,304.21,666,18.1,98.3,13.0
397,,,24.0,7.67202,20.2,1.6334,0.0,0.693,0,393.1,666,18.1,98.9,8.5
464,,,24.0,7.83932,20.2,2.9634,0.0,0.655,0,396.9,666,18.1,65.4,21.4
383,,,24.0,7.9924800000000005,20.2,1.5331,0.0,0.7,0,396.9,666,18.1,100.0,12.3
430,,,24.0,8.49213,20.2,2.0527,0.0,0.584,0,83.45,666,18.1,86.1,14.5
395,,,24.0,8.71675,20.2,1.7257,0.0,0.693,0,391.98,666,18.1,98.8,13.1
356,,,24.0,8.98296,20.2,2.1222,0.0,0.77,1,377.73,666,18.1,97.4,17.8
382,,,24.0,9.18702,20.2,1.5804,0.0,0.7,0,396.9,666,18.1,100.0,11.3
371,,,24.0,9.2323,20.2,1.1691,0.0,0.631,0,366.15,666,18.1,100.0,50.0
448,,,24.0,9.329089999999999,20.2,2.2616,0.0,0.713,0,396.9,666,18.1,98.7,14.1
439,,,24.0,9.39063,20.2,1.8172,0.0,0.74,0,396.9,666,18.1,93.9,12.8
454,,,24.0,9.513630000000001,20.2,2.4961,0.0,0.713,0,6.68,666,18.1,94.1,14.9
402,,,24.0,9.59571,20.2,1.639,0.0,0.693,0,376.11,666,18.1,100.0,12.1
441,,,24.0,9.72418,20.2,2.0651,0.0,0.74,0,385.96,666,18.1,97.2,17.1
447,,,24.0,9.92485,20.2,2.198,0.0,0.74,0,388.52,666,18.1,96.6,12.6
445,,,24.0,10.6718,20.2,1.9879,0.0,0.74,0,43.06,666,18.1,94.8,11.8
416,,,24.0,10.8342,20.2,1.8195,0.0,0.679,0,21.57,666,18.1,90.8,7.5
420,,,24.0,11.0874,20.2,1.8589,0.0,0.718,0,318.75,666,18.1,100.0,16.7
419,,,24.0,11.8123,20.2,1.794,0.0,0.718,0,48.45,666,18.1,76.5,8.4
422,,,24.0,12.0482,20.2,1.9512,0.0,0.614,0,291.55,666,18.1,87.6,20.8
444,,,24.0,12.8023,20.2,1.8956,0.0,0.74,0,240.52,666,18.1,96.6,10.8
394,,,24.0,13.3598,20.2,1.7821,0.0,0.693,0,396.9,666,18.1,94.7,12.7
438,,,24.0,13.6781,20.2,1.8206,0.0,0.74,0,68.95,666,18.1,87.9,8.4
436,,,24.0,14.4208,20.2,2.0026,0.0,0.74,0,27.49,666,18.1,93.3,9.6
437,,,24.0,15.1772,20.2,1.9142,0.0,0.74,0,9.32,666,18.1,100.0,8.7
381,,,24.0,15.8744,20.2,1.5192,0.0,0.6709999999999999,0,396.9,666,18.1,99.1,10.9
378,,,24.0,23.6482,20.2,1.3861,0.0,0.6709999999999999,0,396.9,666,18.1,96.2,13.1
400,,,24.0,25.0461,20.2,1.5888,0.0,0.693,0,396.9,666,18.1,100.0,5.6
427,,,24.0,37.6619,20.2,1.8629,0.0,0.679,0,18.82,666,18.1,78.7,10.9
414,,,24.0,45.7461,20.2,1.6582,0.0,0.693,0,88.27,666,18.1,100.0,7.0
410,,,24.0,51.1358,20.2,1.413,0.0,0.597,0,2.6,666,18.1,100.0,15.0
418,,,24.0,73.5341,20.2,1.8026,0.0,0.679,0,16.45,666,18.1,100.0,8.8
290,,3.33,4.0,0.035019999999999996,19.2,5.1167,80.0,0.41100000000000003,0,396.9,245,4.95,27.9,28.5
274,,3.53,4.0,0.05644,17.6,4.0776,40.0,0.447,1,396.9,254,6.41,32.9,32.4
280,,3.76,5.0,0.03578,14.9,4.6947,20.0,0.4429,0,387.31,216,3.33,64.5,45.4
188,,4.56,5.0,0.12579,15.2,4.5667,45.0,0.43700000000000006,0,382.84,398,3.44,29.1,29.8
344,,4.61,5.0,0.030489999999999996,17.6,6.4654,55.0,0.484,0,387.97,370,3.78,28.1,31.2
191,,4.69,5.0,0.06911,15.2,6.4798,45.0,0.43700000000000006,0,389.71,398,3.44,30.8,30.5
350,,5.98,1.0,0.062110000000000005,19.7,8.7921,40.0,0.429,0,396.9,335,1.25,44.4,22.9
348,,5.99,4.0,0.015009999999999999,17.0,8.344,80.0,0.435,0,390.94,280,2.01,29.7,24.5
295,,6.27,4.0,0.12932000000000002,16.0,5.9604,0.0,0.43700000000000006,0,396.9,289,13.92,31.1,28.6
85,,6.53,3.0,0.05735,18.5,4.4377,0.0,0.449,0,392.3,247,4.49,56.1,26.6
321,,6.87,5.0,0.18159,19.6,4.5404,0.0,0.493,0,396.9,287,7.38,54.3,23.1
67,,8.1,4.0,0.05789,18.9,6.497999999999999,12.5,0.409,0,396.21,345,6.07,21.4,22.0
302,,8.67,7.0,0.09266,16.1,5.4917,34.0,0.433,0,383.61,329,6.09,18.4,26.4
28,,12.8,4.0,0.77299,21.0,4.4547,0.0,0.5379999999999999,0,387.94,307,8.14,94.4,18.4
484,,13.34,24.0,2.37857,20.2,3.7239999999999998,0.0,0.583,0,370.73,666,18.1,41.9,20.6
472,,14.36,24.0,3.56868,20.2,2.8965,0.0,0.58,0,393.37,666,18.1,75.0,23.2
459,,14.7,24.0,6.80117,20.2,2.7175,0.0,0.713,0,396.9,666,18.1,84.4,20.0
109,,15.55,5.0,0.26363000000000003,20.9,2.5451,0.0,0.52,0,391.23,384,8.56,91.2,19.4
470,,16.29,24.0,4.34879,20.2,3.0334,0.0,0.58,0,396.9,666,18.1,84.0,19.9
9,,17.1,5.0,0.17004,15.2,6.5921,12.5,0.524,0,386.71,311,7.87,85.9,18.9
380,,17.21,24.0,88.9762,20.2,1.4165,0.0,0.6709999999999999,0,396.9,666,18.1,91.9,10.4
468,,18.13,24.0,15.5757,20.2,2.9084,0.0,0.58,0,368.74,666,18.1,71.0,19.1
7,,19.15,5.0,0.14455,15.2,5.9505,12.5,0.524,0,396.9,311,7.87,96.1,27.1
403,,19.77,24.0,24.8017,20.2,1.7028,0.0,0.693,0,396.9,666,18.1,96.0,8.3
413,,20.08,24.0,28.6558,20.2,1.5894,0.0,0.597,0,210.97,666,18.1,100.0,16.3
440,,22.11,24.0,22.0511,20.2,1.8662,0.0,0.74,0,391.45,666,18.1,92.4,10.5
405,,22.98,24.0,67.9208,20.2,1.4254,0.0,0.693,0,384.97,666,18.1,100.0,5.0
489,,23.97,4.0,0.18337,20.1,1.7554,0.0,0.609,0,344.05,711,27.74,98.3,7.0
143,,26.42,5.0,4.0974,14.7,1.4118,0.0,0.871,0,396.9,403,19.58,100.0,15.6
386,,28.28,24.0,24.3938,20.2,1.4672,0.0,0.7,0,396.9,666,18.1,100.0,10.5
385,,30.81,24.0,16.8118,20.2,1.4261,0.0,0.7,0,396.9,666,18.1,98.1,7.2
367,3.863,13.33,24.0,13.5222,20.2,1.5106,0.0,0.631,0,131.42,666,18.1,100.0,23.1
406,4.138,23.34,24.0,20.7162,20.2,1.1781,0.0,0.659,0,370.22,666,18.1,100.0,11.9
374,4.138,37.97,24.0,18.4982,20.2,1.137,0.0,0.6679999999999999,0,396.9,666,18.1,100.0,13.8
412,4.628,34.37,24.0,18.811,20.2,1.5539,0.0,0.597,0,28.79,666,18.1,100.0,17.9
388,4.88,30.62,24.0,14.3337,20.2,1.5895,0.0,0.7,0,372.92,666,18.1,100.0,10.2
373,4.906000000000001,34.77,24.0,11.1081,20.2,1.1742,0.0,0.6679999999999999,0,396.9,666,18.1,100.0,13.8
387,5.0,31.99,24.0,22.5971,20.2,1.5184,0.0,0.7,0,396.9,666,18.1,89.5,7.4
141,5.019,34.41,4.0,1.6286399999999999,21.2,1.4394,0.0,0.624,0,396.9,437,21.89,100.0,14.4
392,5.0360000000000005,25.68,24.0,11.5779,20.2,1.77,0.0,0.7,0,396.9,666,18.1,97.0,9.7
490,5.093,29.68,4.0,0.20745999999999998,20.1,1.8226,0.0,0.609,0,318.43,711,27.74,98.0,8.1
