"","X1.RM","X1.LSTAT","X1.RAD","X1.CRIM","X1.PTRATIO","X1.DIS","X1.ZN","X1.NOX","X1.CHAS","X1.B","X1.TAX","X1.INDUS","X1.AGE","X1.MEDV"
"309",6.495,3.41412227368256,"6",0.607361443134627,-1.54701457236491,3.1025,0,0.544,0,396.24,304,9.9,76.7,20.3
"311",6.606,2.45080549121945,"5",-0.312354397586079,0.187985637785564,2.6403,0,0.544,0,396.9,304,9.9,52.8,22.1
"313",6.458,2.97262210703759,"5",-0.325436770736545,-0.24401601094397,3.2628,0,0.544,0,393.39,304,9.9,82.8,21.6
"319",5.957,3.54542647125892,"3",-0.872857932698432,-0.24401601094397,4.0019,0,0.544,0,396.23,304,9.9,58.8,21
"323",5.884,2.97262210703759,"4",-0.408155814339856,-0.24401601094397,4.7211,0,0.493,0,391.13,287,7.38,74.3,18.5
"339",6.137,3.06256425547388,"6",-0.204489505821609,-1.06591919064377,4.8122,0,0.515,0,396.9,224,5.19,45.4,19
"359",6.696,3.66464769149628,"24",1.09583725578577,1.368618600426,2.5091,0,0.77,0,390.74,666,18.1,81.3,22.6
"372",8.725,2.27915909894952,"24",1.46027777257684,-1.42225756521518,1.1296,0,0.668,1,347.88,666,18.1,89.6,50
"391",6.226,4.2741161140604,"24",1.74910839838682,-0.481155986929274,2.1678,0,0.7,0,378.38,666,18.1,82.5,23.2
"394",6.232,4.3787117756316,"24",2.40362517969104,0.833916637360556,1.7821,0,0.693,0,396.9,666,18.1,94.7,12.7
"419",5.344,4.69759226400322,"24",1.92050297192308,1.45124616523898,1.794,0,0.718,0,48.45,666,18.1,76.5,8.4
"428",6.096,5.13132001327312,"24",1.9281843063954,0.833916637360556,1.9356,0,0.679,0,96.73,666,18.1,78.1,11
"429",5.92,5.19437380746687,"24",1.63248709431532,1.62150192036674,1.9682,0,0.679,0,60.72,666,18.1,95.6,9.5
"432",5.874,4.41391561303856,"24",1.28439763532348,0.833916637360556,2.2004,0,0.584,0,97.95,666,18.1,74.8,16.1
"433",6.794,5.06681790495356,"24",1.37006710054033,0.494955615629276,2.3158,0,0.713,0,100.19,666,18.1,87.9,14.3
"443",6.162,3.28843404925812,"24",1.43066367003374,0.833916637360556,1.9784,0,0.74,0,386.73,666,18.1,100,15.4
"452",6.326,3.9758198679888,"24",1.52923259354833,0.763410225319547,2.3682,0,0.713,0,385.09,666,18.1,91.8,16.1
"470",6.211,3.66592498540228,"24",0.922144908828823,0.833916637360556,3.0334,0,0.58,0,396.9,666,18.1,84,19.9
"494",6.63,2.81263744109383,"5",-0.545922346322668,-1.42225756521518,2.3817,0,0.585,0,396.9,391,9.69,42.6,24.5
"495",6.458,2.61719309471249,"24",0.689554520274477,-0.997706535589136,2.7986,0,0.585,0,393.29,391,9.69,28.8,23.1
"496",5.927,3.25360802262431,"24",0.135626186614536,0.833916637360556,2.7986,0,0.585,0,396.9,391,9.69,72.9,19.7
"497",5.593,3.1021103182035,"24",1.39895175811503,1.62150192036674,2.8927,0,0.585,0,396.9,391,9.69,70.6,18.3
"505",4.519,4.41580497832769,"4",0.484746194714281,0.833916637360556,2.505,0,0.573,0,396.9,273,11.93,80.8,11.9
"263",7.148,2.81263744109383,"6",-0.288455534924314,-1.88714317572526,2.0788,20,0.647,0,393.42,264,3.97,94.5,31
"267",7.831,1.8883877729515,"5",-0.703126124065858,-1.88714317572526,2.4216,20,0.575,0,384.54,264,3.97,67,50
"145",5.786,5.66157963515772,"5",0.984540295939018,-1.54701457236491,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
"150",6.727,3.0592364638326,"5",0.867689799724878,-1.54701457236491,1.618,0,0.871,0,372.8,403,19.58,97.3,21.5
"280",7.645,1.77811483250587,"2",-0.517478183377313,-1.4986288445605,4.6947,20,0.4429,0,387.31,216,3.33,64.5,45.4
"6",6.434,5.10364896126125,"5",0.422450203982478,-1.42225756521518,5.5605,12.5,0.524,0,395.6,311,7.87,66.6,22.9
"0",6.579,2.87698252582774,"6",-0.222909837165795,-1.39574945375807,4.09,18,0.538,0,396.9,296,2.31,65.2,24
"342",5.569,3.38981858417877,"5",-0.510303915858043,-1.22492933060631,6.2669,0,0.518,0,389.96,422,1.89,59.7,16.5
"294",6.416,2.45080549121945,"1",-0.944120550734869,-1.1943938643994,5.5027,0,0.437,0,396.9,289,13.92,42.3,21.7
"240",7.041,2.62537258770055,"7",-0.143035057552292,-0.997706535589136,6.3361,30,0.428,0,391.25,300,4.93,54.3,22
"220",6.816,2.45080549121945,"4",-0.482535188809574,-0.695829524768667,2.8617,0,0.507,1,391.7,307,6.2,88.5,26.7
"221",6.254,3.83714700255807,"5",-0.776798108927056,-0.695829524768667,3.048,0,0.507,1,395.24,307,6.2,91.3,21.7
"223",6.951,2.81263744109383,"7",0.290653449577162,-0.695829524768667,3.2721,0,0.507,0,396.9,307,6.2,80.8,30.1
"231",6.874,2.35520651189937,"5",-0.486091977796337,-0.695829524768667,3.6715,0,0.504,0,376.14,307,6.2,76.9,31.7
"232",7.645,1.81251836199392,"7",-0.872857932698432,-0.695829524768667,3.8384,0,0.507,0,385.91,307,6.2,73.3,41.7
"237",6.861,2.47949778218025,"5",-0.531637942250396,-0.695829524768667,4.148,0,0.507,0,390.07,307,6.2,71.6,31.5
"91",6.606,2.74628234534366,"5",-0.312354397586079,-0.525818250464659,3.0921,0,0.489,0,393.55,270,3.41,73.9,22
"112",6.02,4.13888231107415,"4",0.1383296778002,-0.525818250464659,2.3534,0,0.547,0,394.95,432,10.01,92.9,18.8
"180",8.259,2.18739734429996,"8",-0.348824429813104,-0.525818250464659,2.741,0,0.488,0,395.56,193,2.46,83.3,39.8
"94",6.417,3.47309064222919,"2",-0.780488284275212,-0.341710340923556,3.615,28,0.464,0,396.9,270,15.04,77.3,20.6
"316",5.957,3.7064406117718,"5",0.037147236314132,-0.24401601094397,3.9986,0,0.544,0,390.7,304,9.9,83.2,17.8
"212",6.182,3.1021103182035,"4",-0.325436770736545,-0.142360813351939,3.6526,0,0.489,1,390.94,277,10.59,53.8,22.4
"272",6.185,3.48415435883694,"4",-1.18824905324895,-0.142360813351939,3.9175,20,0.464,0,394.96,223,6.96,58.7,24.4
"273",7.241,1.84628685596603,"4",-0.86335536246953,-0.142360813351939,4.3665,20,0.464,1,390.77,223,6.96,51.8,35.2
"345",6.343,3.54542647125892,"3",-1.28466117089126,-0.0365864931420291,8.0136,0,0.442,0,385.64,352,4.39,48.5,17.5
"346",5.304,3.54542647125892,"3",0.138667536513616,-0.0365864931420291,8.0136,0,0.442,0,364.61,352,4.39,52.3,17.2
"121",5.856,4.09750025962512,"4",0.153383531835531,0.130160746119299,2.1974,0,0.581,0,377.67,188,25.65,84.1,20.3
"493",6.405,3.49653837097157,"6",-0.312354397586079,0.187985637785564,2.3817,0,0.585,0,396.9,391,9.69,54,21.8
"320",6.211,2.34116824416398,"5",-0.621342604425458,0.431102979977672,4.5404,0,0.493,0,396.9,287,7.38,52.3,23.8
"333",6.545,3.29143720872514,"3",-0.0420875636227515,0.833916637360556,6.4584,0,0.515,0,389.71,224,5.19,38.1,22.2
"334",6.871,0.703277836888304,"4",-0.38819662094683,0.833916637360556,6.4584,0,0.515,0,389.4,224,5.19,38.5,20.7
"365",6.957,3.05256571998037,"24",1.31330429179045,0.833916637360556,1.6132,0,0.718,0,354.7,666,18.1,87.9,27.5
"366",6.727,3.54408219498746,"24",1.55730899607216,0.833916637360556,1.7523,0,0.718,0,316.03,666,18.1,91.4,21.9
"431",5.787,4.93081158460857,"24",1.00396237613269,0.833916637360556,2.0882,0,0.584,0,81.33,666,18.1,94.3,14.1
"463",6.718,3.23368330617336,"24",1.33201451446875,0.833916637360556,2.8016,0,0.713,0,393.82,666,18.1,89.9,20.2
"480",6.849,2.59866995929397,"24",0.801493017584695,0.833916637360556,3.4242,0,0.532,0,396.9,666,18.1,64.7,23
"487",7.107,2.13070907911079,"24",1.16421049007105,0.833916637360556,3.1523,0,0.583,0,388.22,666,18.1,53.2,20.6
"106",6.511,2.97262210703759,"4",-0.208092983389916,1.368618600426,2.211,0,0.52,0,395.67,384,8.56,91.9,19.5
"14",6.083,3.38981858417877,"5",-0.873527715910176,1.45124616523898,4.4619,0,0.538,0,380.02,307,8.14,84.5,18.2
"23",5.888,3.99038314633056,"4",-0.273963555361654,1.45124616523898,4.0952,0,0.538,0,394.54,307,8.14,100,14.5
"25",5.682,4.6625677969456,"8",-0.0417503931162395,1.45124616523898,4.4546,0,0.538,0,303.42,307,8.14,85.7,13.9
"89",6.727,2.5442026348977,"5",-1.02056776566917,-0.525818250464659,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
"501",6.209,2.62537258770055,"5",-0.93275842256768,1.45124616523898,2.4786,0,0.573,0,391.99,273,11.93,69.1,22.4
"492",6.326,4.41580497832769,"4",-0.634909866974509,0.763410225319547,2.1099,0,0.609,0,396.9,711,27.74,83.5,20.1
"119",6.254,3.05256571998037,"5",-0.501701934661376,-0.525818250464659,2.7592,0,0.547,0,391.5,432,10.01,65.2,19.3
"488",6.456,3.54408219498746,"2",-0.480933234852322,0.763410225319547,1.8209,0,0.609,0,395.09,711,27.74,92.7,15.2
"47",6.02,3.52111044983175,"7",-0.27286886672791,-0.481155986929274,5.6894,0,0.448,0,392.74,233,6.91,85.5,16.6
"312",6.02,3.43394614791895,"5",-0.208092983389916,-0.24401601094397,2.834,0,0.544,0,396.3,304,9.9,90.4,19.4
"326",6.718,2.30084478259932,"7",-0.136109565180084,0.431102979977672,5.4159,0,0.493,0,396.9,287,7.38,28.9,23
"128",6.059,4.10391133802201,"4",-0.102364150247121,1.62150192036674,1.8125,0,0.624,0,396.9,437,21.89,98.8,18
"262",7.47,1.31541277936379,"5",0.120675140568934,-1.88714317572526,2.2885,20,0.647,0,386.86,264,3.97,91.5,48.8
"236",6.145,3.66464769149628,"5",0.121071810009603,-0.695829524768667,4.148,0,0.507,1,388.45,307,6.2,76.5,25.1
"230",6.219,3.18544479362822,"5",0.135626186614536,-0.695829524768667,3.6715,0,0.504,0,378.35,307,6.2,68.1,24.3
"264",7.454,2.27915909894952,"5",0.146878096480402,-1.88714317572526,1.9301,20,0.647,0,387.89,264,3.97,91.6,36.5
"24",6.185,3.99038314633056,"8",0.290653449577162,1.45124616523898,4.3996,0,0.538,0,394.33,307,8.14,94.1,15.6
"29",6.453,3.95097673120561,"8",0.422450203982478,1.45124616523898,4.239,0,0.538,0,380.23,307,8.14,87.3,21
"152",5.998,4.23287784150672,"5",0.474877654974238,-1.54701457236491,1.6102,0,0.871,1,343.28,403,19.58,88,15.3
"154",6.471,4.78279450946763,"5",0.575785257963076,-1.54701457236491,1.7494,0,0.871,1,321.02,403,19.58,96,17
"159",6.657,4.41580497832769,"5",0.57925552221331,-1.54701457236491,1.7659,0,0.871,0,364.31,403,19.58,100,23.3
"163",8.725,1.4836495332713,"4",0.607361443134627,-1.54701457236491,2.162,0,0.605,1,388.45,403,19.58,93.9,50
"146",6.377,5.46201437662761,"5",0.759242712580241,-1.54701457236491,1.5166,0,0.871,0,169.27,403,19.58,100,15.6
"171",6.195,4.41391561303856,"4",0.789718004758539,-1.54701457236491,2.3887,0,0.605,0,348.13,403,19.58,97.3,19.1
"147",5.787,4.39494591795916,"5",0.799703646891987,-1.54701457236491,1.4608,0,0.871,0,391.71,403,19.58,95.7,14.6
"149",6.516,3.0592364638326,"5",0.86066884267518,-1.54701457236491,1.5257,0,0.871,0,351.85,403,19.58,94.9,15.4
"144",5.602,4.89632763972414,"5",0.867689799724878,-1.54701457236491,1.3459,0,0.871,0,396.9,403,19.58,97.8,11.8
"483",6.211,3.04587464418292,"24",0.873522118462933,0.833916637360556,4.0983,0,0.532,0,392.92,666,18.1,40.3,21.8
"465",6.333,3.54408219498746,"24",0.922144908828823,0.833916637360556,3.0665,0,0.655,0,334.4,666,18.1,48.2,19.9
"364",7.104,3.52111044983175,"24",0.961312698397989,0.833916637360556,1.9047,0,0.718,1,354.55,666,18.1,82.9,21.9
"466",6.019,4.4006514086449,"24",0.995835544114051,0.833916637360556,2.8715,0,0.655,0,22.01,666,18.1,84.7,19
"361",6.642,3.1313120650726,"24",1.00257563894808,0.833916637360556,2.2955,0,0.77,0,350.65,666,18.1,91.1,19.9
"360",6.595,3.54408219498746,"24",1.07215547032633,0.833916637360556,2.5182,0,0.77,0,374.56,666,18.1,88,25
"460",5.859,3.96906926502097,"24",1.09583725578577,0.833916637360556,2.5975,0,0.713,0,255.23,666,18.1,90,16.4
"358",6.162,4.21047142468078,"24",1.12762408855773,0.833916637360556,2.7227,0,0.77,1,395.43,666,18.1,83.4,22.7
"486",6.696,3.1021103182035,"24",1.16421049007105,0.833916637360556,3.5459,0,0.583,0,392.68,666,18.1,79.8,19.1
"446",6.24,4.12727934955292,"24",1.20450913632257,0.833916637360556,2.072,0,0.74,0,318.01,666,18.1,96.4,14.9
"370",7.923,1.85236043558938,"24",1.22026680805912,0.833916637360556,1.2024,0,0.631,1,392.05,666,18.1,97.5,50
"459",6.211,3.81204700575557,"24",1.23609730488857,0.833916637360556,2.7175,0,0.713,0,396.9,666,18.1,84.4,20
"421",6.185,4.41391561303856,"24",1.2489656791006,0.833916637360556,1.8746,0,0.718,0,319.98,666,18.1,95.3,14.2
"423",5.896,5.19437380746687,"24",1.25055301381156,0.833916637360556,2.0218,0,0.614,0,2.52,666,18.1,85.1,13.4
"449",6.195,4.3787117756316,"24",1.27671164495348,0.833916637360556,2.185,0,0.713,0,304.21,666,18.1,98.3,13
"383",6.405,3.28843404925812,"24",1.30074584166071,0.833916637360556,1.5331,0,0.7,0,396.9,666,18.1,100,12.3
"430",6.794,4.89632763972414,"24",1.32492272254873,0.833916637360556,2.0527,0,0.584,0,83.45,666,18.1,86.1,14.5
"424",5.706,4.60695956615958,"24",1.3387393925451,0.833916637360556,2.0635,0,0.584,0,3.65,666,18.1,70.6,11.7
"356",6.438,3.26729959955056,"24",1.34727713931694,0.833916637360556,2.1222,0,0.77,1,377.73,666,18.1,97.4,17.8
"371",7.923,2.08036984631574,"24",1.35815364331647,0.833916637360556,1.1691,0,0.631,0,366.15,666,18.1,100,50
"399",5.277,5.19437380746687,"24",1.38651151104938,0.833916637360556,1.5004,0,0.693,0,338.16,666,18.1,77.8,6.3
"447",5.617,4.58491752884065,"24",1.38684298317176,0.833916637360556,2.198,0,0.74,0,388.52,666,18.1,96.6,12.6
"478",6.127,4.13888231107415,"24",1.39895175811503,0.833916637360556,2.1705,0,0.614,0,379.7,666,18.1,96.7,14.6
"416",5.613,5.19437380746687,"24",1.42153440626727,0.833916637360556,1.8195,0,0.679,0,21.57,666,18.1,90.8,7.5
"420",7.014,3.28843404925812,"24",1.43066367003374,0.833916637360556,1.8589,0,0.718,0,318.75,666,18.1,100,16.7
"426",6.434,4.89632763972414,"24",1.4699311720762,0.833916637360556,1.9976,0,0.584,0,24.65,666,18.1,59.7,10.2
"469",6.458,3.48415435883694,"24",1.49571650437187,0.833916637360556,2.8237,0,0.58,0,396.9,666,18.1,56.7,20.1
"367",6.567,4.32938807705656,"24",1.50896405141576,0.833916637360556,1.5106,0,0.631,0,131.42,666,18.1,100,23.1
"479",6.405,4.13888231107415,"24",1.53192093564319,0.833916637360556,1.9512,0,0.614,0,383.32,666,18.1,88,21.4
"437",6.096,5.19437380746687,"24",1.55444361468444,0.833916637360556,1.9142,0,0.74,0,9.32,666,18.1,100,8.7
"376",6.127,4.32938807705656,"24",1.55730899607216,0.833916637360556,1.3449,0,0.671,0,363.02,666,18.1,93.3,13.9
"384",6.015,4.60695956615958,"24",1.66505245342637,0.833916637360556,1.4395,0,0.7,0,285.83,666,18.1,91.2,8.8
"400",5.57,4.89632763972414,"24",1.75304366103184,0.833916637360556,1.5888,0,0.693,0,396.9,666,18.1,100,5.6
"413",6.172,4.10391133802201,"24",1.80741741062625,0.833916637360556,1.5894,0,0.597,0,210.97,666,18.1,100,16.3
"427",6.137,3.99261605108853,"24",1.92050297192308,0.833916637360556,1.8629,0,0.679,0,18.82,666,18.1,78.7,10.9
"410",6.127,4.8820945735777,"24",2.05366507699716,0.833916637360556,1.413,0,0.597,0,2.6,666,18.1,100,15
"405",5.786,4.93081158460857,"24",2.19223333175465,0.833916637360556,1.4254,0,0.693,0,384.97,666,18.1,100,5
"380",5.344,5.06681790495356,"24",2.40362517969104,0.833916637360556,1.4165,0,0.671,0,396.9,666,18.1,91.9,10.4
"502",6.182,3.54542647125892,"1",-1.1045009043634,1.45124616523898,2.2875,0,0.573,0,396.9,273,11.93,76.7,20.6
"350",6.727,2.08036984631574,"1",-0.93713710040687,0.494955615629276,8.7921,40,0.429,0,396.9,335,1.25,44.4,22.9
"504",6.431,3.48415435883694,"1",-0.642909385632915,1.45124616523898,2.3889,0,0.573,0,393.45,273,11.93,89.3,22
"84",6.004,3.48415435883694,"3",-1.04542245932965,-0.193693261025715,4.7794,0,0.449,0,396.9,247,4.49,48,23.9
"81",5.859,3.0873635507784,"4",-1.11221292701079,0.073471767344769,5.4007,25,0.426,0,395.63,281,4.86,70.4,23.9
"277",6.563,1.81251836199392,"4",-0.944292098836412,-0.61251795246359,4.8628,40,0.447,1,393.45,254,6.41,27.6,33.1
"210",5.604,3.81204700575557,"4",-0.408155814339856,-0.142360813351939,3.8771,0,0.489,1,393.25,277,10.59,92.1,21.7
"489",4.519,5.46201437662761,"4",-0.383342510749357,0.763410225319547,1.7554,0,0.609,0,344.05,711,27.74,98.3,7
"490",4.138,5.46201437662761,"4",-0.322137746287165,0.763410225319547,1.8226,0,0.609,0,318.43,711,27.74,98,8.1
"317",6.286,2.97262210703759,"4",-0.239870958239417,-0.24401601094397,4.0317,0,0.544,0,396.9,304,9.9,71.7,19.8
"140",5.706,4.10391133802201,"4",-0.156607076134421,1.62150192036674,1.6119,0,0.624,0,388.08,437,21.89,93.6,14
"133",5.841,4.10391133802201,"4",-0.095907173904429,1.62150192036674,2.4699,0,0.624,0,388.69,437,21.89,95.4,18.4
"137",5.851,4.00152756508795,"4",-0.0641648317014494,1.62150192036674,1.8498,0,0.624,0,394.08,437,21.89,98.4,17.1
"132",6.63,3.26729959955056,"4",0.179614936911932,1.62150192036674,2.3274,0,0.624,0,385.76,437,21.89,97.9,23
"15",5.617,3.54408219498746,"4",0.208132786614066,1.45124616523898,4.4986,0,0.538,0,395.62,307,8.14,56.5,19.9
"13",6.115,2.85879520668585,"4",0.209881682277579,1.45124616523898,4.7075,0,0.538,0,396.9,307,8.14,61.8,20.4
"17",5.706,3.88891128449072,"4",0.310928975474167,1.45124616523898,4.2579,0,0.538,0,386.75,307,8.14,81.7,17.5
"18",5.79,3.66464769149628,"4",0.321597848987017,1.45124616523898,3.7965,0,0.538,0,288.99,307,8.14,36.6,20.2
"134",6.015,4.46630609235271,"4",0.410466167700012,1.62150192036674,2.346,0,0.624,0,262.76,437,21.89,98.4,15.6
"22",5.888,3.99038314633056,"4",0.514961178527527,1.45124616523898,3.9769,0,0.538,0,396.9,307,8.14,91.7,15.2
"141",5.92,4.89632763972414,"4",0.637889913664838,1.62150192036674,1.4394,0,0.624,0,396.9,437,21.89,100,14.4
"337",6.223,3.29143720872514,"5",-1.31850898877402,0.833916637360556,5.615,0,0.515,0,394.81,224,5.19,59.6,18.5
"336",6.083,2.55900970520885,"5",-1.25383310223836,0.833916637360556,5.2311,0,0.515,0,396.9,224,5.19,46.3,19.5
"101",6.383,2.56322071413899,"5",-0.621342604425458,1.368618600426,2.8561,0,0.52,0,395.58,384,8.56,71.3,26.5
"279",7.249,1.86745735186065,"5",-0.315232802777806,-1.4986288445605,4.1007,20,0.4429,0,396.9,216,3.33,32.2,35.1
"165",6.657,4.4006514086449,"5",0.889041067586749,-1.54701457236491,2.2834,0,0.605,0,240.16,403,19.58,93,25
