"","X1.RM","X1.LSTAT","X1.RAD","X1.CRIM","X1.PTRATIO","X1.DIS","X1.ZN","X1.NOX","X1.CHAS","X1.B","X1.TAX","X1.INDUS","X1.AGE","X1.MEDV"
"171",6.348,3.92473330146628,"4",0.505818752728696,0.833916637360556,2.3887,0,0.605,0,348.13,403,19.58,97.3,19.1
"176",6.242,2.74628234534366,"6",-0.501701934661376,-0.89012178462863,3.5549,0,0.51,0,393.23,296,4.05,47.2,23.2
"177",6.516,3.83119434777177,"6",-0.28347233303905,-1.1943938643994,3.3175,0,0.51,0,395.6,296,4.05,73.4,24.6
"179",7.287,1.90024260478172,"5",-0.639749350050662,-1.06591919064377,2.829,0,0.488,0,396.9,193,2.46,58.4,37.2
"181",7.024,2.03692454707193,"4",-0.901950800107175,-0.997706535589136,2.5979,0,0.488,0,396.9,193,2.46,62.2,36.2
"182",8.259,1.65734896180618,"8",-0.900219442686603,1.368618600426,2.7006,0,0.488,0,394.12,193,2.46,92.2,37.9
"184",6.718,3.40414597400055,"3",-0.252215954094587,-1.54701457236491,2.9879,0,0.488,0,391,193,2.46,89.8,26.4
"185",6.383,2.56532298045928,"5",-0.482535188809574,0.494955615629276,3.2797,0,0.488,0,387.11,193,2.46,68.8,29.6
"186",7.875,1.29472254172168,"8",0.120675140568934,-0.852800591791647,3.1992,0,0.488,0,392.63,193,2.46,53.6,50
"206",6.63,2.35053809653367,"6",-0.423970680833503,-0.695829524768667,4.3549,0,0.489,0,394.87,277,10.59,52.5,24.4
"207",6.606,3.34775540269668,"1",-1.34900744345514,-0.695829524768667,4.3549,0,0.489,0,389.43,277,10.59,72.7,22.5
"215",6.415,1.99807581377937,"5",-0.208092983389916,0.187985637785564,3.9454,0,0.489,0,393.63,277,10.59,42.4,25
"216",6.142,2.7520523236812,"8",-0.158780122998019,-1.16323735407812,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
"219",6.38,3.61689752279119,"4",-0.0417503931162395,0.073471767344769,3.3633,0,0.55,1,393.74,276,13.89,92.4,23
"223",6.456,3.24902563166555,"7",-0.480533584256675,0.833916637360556,3.2721,0,0.507,0,396.9,307,6.2,80.8,30.1
"228",8.259,1.31541277936379,"5",-0.948686501067208,-1.95119453467277,3.3751,0,0.504,0,377.51,307,6.2,17,46.7
"229",6.782,1.68415641953307,"5",-0.406471893318376,-0.997706535589136,3.3751,0,0.504,0,380.34,307,6.2,21.4,31.5
"233",7.853,1.8883877729515,"5",-1.05891424750766,-1.42225756521518,3.6519,0,0.507,0,378.95,307,6.2,70.4,48.3
"237",7.007,2.56532298045928,"5",-0.482535188809574,-0.0899986875399935,4.148,0,0.507,0,390.07,307,6.2,71.6,31.5
"257",7.923,1.19167394244065,"5",-0.520002092729611,-1.95119453467277,1.801,20,0.647,0,389.7,264,3.97,86.9,50
"260",6.854,2.61719309471249,"5",0.215879314531124,-1.61599016005755,2.1121,20,0.647,0,392.8,264,3.97,81.8,33.8
"263",6.75,3.83119434777177,"5",0.215879314531124,-1.54701457236491,2.0788,20,0.647,0,393.42,264,3.97,94.5,31
"265",6.516,3.45639545357996,"6",-0.417161495971075,-0.997706535589136,1.9865,20,0.647,0,392.4,264,3.97,62.8,22.8
"280",7.454,1.83407918334815,"8",-0.572713029421591,-0.997706535589136,4.6947,20,0.4429,0,387.31,216,3.33,64.5,45.4
"308",6.021,3.56683064029039,"3",-0.569857701758896,-0.997706535589136,3.3175,0,0.544,0,396.9,304,9.9,82.5,22.8
"311",6.358,3.12485597689028,"6",0.208132786614066,-0.525818250464659,2.6403,0,0.544,0,396.9,304,9.9,52.8,22.1
"317",6.004,3.34775540269668,"4",0.27542816205318,0.833916637360556,4.0317,0,0.544,0,396.9,304,9.9,71.7,19.8
"318",6.202,3.62989822875245,"5",-0.0797380461808361,0.187985637785564,3.5325,0,0.544,0,395.21,304,9.9,67.2,23.1
"319",5.96,3.71896190694992,"5",-0.482535188809574,-0.525818250464659,4.0019,0,0.544,0,396.23,304,9.9,58.8,21
"322",5.757,3.54542647125892,"4",0.138667536513616,1.368618600426,4.7211,0,0.493,0,396.9,287,7.38,49.9,20.4
"329",6.495,3.04922273246206,"6",-0.369994796830651,-1.34109488233123,5.2146,0,0.46,0,375.21,430,3.24,17.2,22.6
"337",5.708,2.99331339481589,"8",0.229249435509268,0.494955615629276,5.615,0,0.515,0,394.81,224,5.19,59.6,18.5
"436",5.39,4.94014164505202,"24",1.2311333393862,0.833916637360556,2.0026,0,0.74,0,27.49,666,18.1,93.3,9.6
"464",6.657,3.25970342626834,"24",0.922144908828823,1.62150192036674,2.9634,0,0.655,0,396.9,666,18.1,65.4,21.4
"490",4.368,4.74136542606774,"24",1.32492272254873,0.833916637360556,1.8226,0,0.609,0,318.43,711,27.74,98,8.1
"492",6.393,3.0592364638326,"24",1.05429836981599,0.833916637360556,2.1099,0,0.609,0,396.9,711,27.74,83.5,20.1
"497",6.108,2.31754817331902,"6",-0.175900499594692,0.130160746119299,2.8927,0,0.585,0,396.9,391,9.69,70.6,18.3
"502",6.459,4.17441166832259,"2",-0.733927551492462,-1.54701457236491,2.2875,0,0.573,0,396.9,273,11.93,76.7,20.6
"504",6.021,3.30341021379394,"5",-0.501701934661376,-1.54701457236491,2.3889,0,0.573,0,393.45,273,11.93,89.3,22
"264",6.456,5.10364896126125,"5",0.422450203982478,-1.88714317572526,1.9301,20,0.647,0,387.89,264,3.97,91.6,36.5
"143",4.973,5.06681790495356,"5",0.57925552221331,-1.54701457236491,1.4118,0,0.871,0,396.9,403,19.58,100,15.6
"153",5.593,4.06736267341643,"5",0.57925552221331,-1.54701457236491,1.6232,0,0.871,0,261.95,403,19.58,98.5,19.4
"160",6.108,2.63960938223065,"4",-0.488320027076743,-1.54701457236491,1.7984,0,0.605,1,338.92,403,19.58,92.6,27
"162",7.333,2.669791809027,"8",0.787215825772554,-1.54701457236491,2.0407,0,0.605,1,389.61,403,19.58,98.2,50
"163",7.47,1.90024260478172,"8",0.681552706086877,-1.54701457236491,2.162,0,0.605,1,388.45,403,19.58,93.9,50
"282",7.236,1.8883877729515,"8",0.170275972359147,-1.4986288445605,5.2119,20,0.4429,1,377.07,216,3.33,49.7,46
"10",5.602,4.09643014889608,"5",-0.416084529479112,-1.42225756521518,6.3467,12.5,0.524,0,392.52,311,7.87,94.3,15
"11",6.103,3.92014044759851,"8",-0.299514037675117,-1.42225756521518,6.2267,12.5,0.524,0,396.9,311,7.87,82.9,18.9
"0",6.63,2.41944283217696,"5",-1.37699123279582,-1.39574945375807,4.09,18,0.538,0,396.9,296,2.31,65.2,24
"294",5.663,2.75972112897435,"8",-0.113095414443476,-1.1943938643994,5.5027,0,0.437,0,396.9,289,13.92,42.3,21.7
"302",7.014,1.9353598435541,"1",-0.790843857260639,-1.16323735407812,5.4917,34,0.433,0,383.61,329,6.09,18.4,26.4
"218",5.889,3.23983279142847,"2",-0.673254203821376,-1.06591919064377,2.8893,0,0.55,1,396.9,276,13.89,93.8,21.5
"220",5.79,3.49653837097157,"8",0.814027997273468,-0.695829524768667,2.8617,0,0.507,1,391.7,307,6.2,88.5,26.7
"224",7.454,1.46114289647888,"5",-0.0681732431465317,-0.695829524768667,2.8944,0,0.504,0,385.05,307,6.2,78.3,44.8
"231",7.185,2.35520651189937,"8",-0.486091977796337,-0.695829524768667,3.6715,0,0.504,0,376.14,307,6.2,76.9,31.7
"2",7.236,1.79383327370528,"5",-0.549906836154591,-0.525818250464659,4.9671,0,0.469,0,392.83,242,7.07,61.1,34.7
"97",7.454,1.81251836199392,"3",-0.776798108927056,-0.435595771986813,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"305",6.782,2.48824498167994,"3",-1.12737956951032,-0.24401601094397,3.37,33,0.472,0,393.36,222,2.18,58.1,28.4
"315",6.649,3.74257336001008,"5",-0.299514037675117,-0.24401601094397,3.945,0,0.544,0,396.42,304,9.9,77.7,16.2
"208",5.706,2.99331339481589,"4",0.208132786614066,-0.142360813351939,4.2392,0,0.489,1,381.32,277,10.59,59.1,24.4
"269",4.906,3.63507856464225,"1",-0.585381623382917,-0.142360813351939,3.9175,20,0.464,1,391.34,223,6.96,61.5,20.7
"270",6.897,2.97435392292094,"4",-0.903925559327132,-0.142360813351939,4.429,20,0.464,0,388.65,223,6.96,42.1,21.1
"3",6.982,1.89728599584246,"5",-1.13270278357,-0.0899986875399935,6.0622,0,0.458,0,394.63,222,2.18,45.8,33.4
"77",6.092,3.24902563166555,"4",-0.882090459218835,-0.0899986875399935,4.0905,0,0.437,0,386.96,398,12.83,45.8,20.8
"36",6.014,3.43817204186857,"3",-0.549906836154591,0.187985637785564,3.3779,0,0.499,0,377.56,279,5.96,61.4,20
"333",6.229,2.69165071952762,"4",-1.27325227786251,0.833916637360556,6.4584,0,0.515,0,389.71,224,5.19,38.1,22.2
"370",8.297,2.05333307080846,"24",1.4699311720762,0.833916637360556,1.2024,0,0.631,1,392.05,666,18.1,97.5,50
"380",6.174,4.71198134745573,"24",1.24549561341797,0.833916637360556,1.4165,0,0.671,0,396.9,666,18.1,91.9,10.4
"472",6.375,3.45639545357996,"24",1.10308845635889,0.833916637360556,2.8965,0,0.58,0,393.37,666,18.1,75,23.2
"133",5.891,4.26512075202203,"4",0.400924763079914,1.62150192036674,2.4699,0,0.624,0,388.69,437,21.89,95.4,18.4
"335",6.495,2.35053809653367,"5",-1.17591624610692,0.833916637360556,5.9853,0,0.515,0,396.9,224,5.19,34.5,21.1
"180",8.259,1.8279447812707,"5",-0.906226095705115,-0.525818250464659,2.741,0,0.488,0,395.56,193,2.46,83.3,39.8
"112",5.593,4.01040710959376,"6",-0.582903572028058,-0.525818250464659,2.3534,0,0.547,0,394.95,432,10.01,92.9,18.8
"106",6.59,3.30341021379394,"4",-0.417569635481245,1.368618600426,2.211,0,0.52,0,395.67,384,8.56,91.9,19.5
"499",6.459,3.92014044759851,"6",-0.398617088725536,0.187985637785564,2.3999,0,0.585,0,395.77,391,9.69,73.5,17.5
"212",5.304,3.06256425547388,"1",-0.299514037675117,-0.142360813351939,3.6526,0,0.489,1,390.94,277,10.59,53.8,22.4
"127",5.889,3.65312102596691,"5",-0.212853793637417,1.62150192036674,1.7883,0,0.624,0,392.11,437,21.89,96,16.2
"312",6.718,2.31754817331902,"4",-0.208092983389916,-0.24401601094397,2.834,0,0.544,0,396.3,304,9.9,90.4,19.4
"109",6.345,3.1313120650726,"4",-0.204489505821609,1.368618600426,2.5451,0,0.52,0,391.23,384,8.56,91.2,19.4
"316",6.402,3.02229368912995,"6",-0.113095414443476,-0.24401601094397,3.9986,0,0.544,0,390.7,304,9.9,83.2,17.8
"226",7.024,2.03692454707193,"5",-0.0252794932954932,-0.695829524768667,3.2157,0,0.504,0,387.38,307,6.2,86.5,37.6
"221",5.344,3.47309064222919,"8",0.00560021260170892,-0.695829524768667,3.048,0,0.507,1,395.24,307,6.2,91.3,21.7
"227",6.849,2.94121059343912,"5",0.0110182073652438,-0.695829524768667,3.2157,0,0.504,0,372.08,307,6.2,79.9,31.6
"262",7.923,1.38392061319881,"5",0.120675140568934,-1.88714317572526,2.2885,20,0.647,0,386.86,264,3.97,91.5,48.8
"13",5.85,2.9039775081548,"5",0.209881682277579,1.45124616523898,4.7075,0,0.538,0,396.9,307,8.14,61.8,20.4
"259",7.061,3.38981858417877,"5",0.229249435509268,-1.88714317572526,2.0107,20,0.647,0,391.93,264,3.97,100,30.1
"27",5.891,3.90052417837898,"4",0.400924763079914,1.45124616523898,4.4534,0,0.538,0,306.38,307,8.14,88.8,14.8
"152",4.368,4.8820945735777,"1",0.474877654974238,-1.54701457236491,1.6102,0,0.871,1,343.28,403,19.58,88,15.3
"170",5.96,4.39494591795916,"2",0.505818752728696,-1.54701457236491,2.4259,0,0.605,0,292.29,403,19.58,94.6,17.4
"32",5.454,3.90052417837898,"4",0.567637988437975,1.45124616523898,3.99,0,0.538,0,232.6,307,8.14,82,13.2
"154",5.531,5.00912879101723,"2",0.575785257963076,-1.54701457236491,1.7494,0,0.871,1,321.02,403,19.58,96,17
"159",5.87,4.6625677969456,"5",0.57925552221331,-1.54701457236491,1.7659,0,0.871,0,364.31,403,19.58,100,23.3
"151",6.004,4.63751413688495,"5",0.600747024227409,-1.54701457236491,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
"150",5.986,4.06085702022921,"5",0.645327177961844,-1.54701457236491,1.618,0,0.871,0,372.8,403,19.58,97.3,21.5
"146",5.706,5.06681790495356,"5",0.759242712580241,-1.54701457236491,1.5166,0,0.871,0,169.27,403,19.58,100,15.6
"148",5.304,5.08455739802592,"5",0.792863414071633,-1.54701457236491,1.5296,0,0.871,0,356.99,403,19.58,93.8,17.8
"145",5.856,5.00912879101723,"5",0.801631159691638,-1.54701457236491,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
"156",5.52,5.18087877469651,"5",0.8135320278524,-1.54701457236491,1.7364,0,0.871,0,88.63,403,19.58,94,13.1
"483",5.926,3.11513644455317,"24",0.873522118462933,0.833916637360556,4.0983,0,0.532,0,392.92,666,18.1,40.3,21.8
"364",6.142,4.26512075202203,"24",0.961312698397989,0.833916637360556,1.9047,0,0.718,1,354.55,666,18.1,82.9,21.9
"366",6.021,4.59816473380712,"24",0.987164780740247,0.833916637360556,1.7523,0,0.718,0,316.03,666,18.1,91.4,21.9
"466",6.718,4.0824768971938,"24",0.995835544114051,0.833916637360556,2.8715,0,0.655,0,22.01,666,18.1,84.7,19
"359",5.936,4.16609674026513,"24",1.04593205570304,0.833916637360556,2.5091,0,0.77,0,390.74,666,18.1,81.3,22.6
"368",7.875,2.05333307080846,"24",1.10308845635889,0.833916637360556,1.3325,0,0.631,0,375.52,666,18.1,100,50
"391",7.061,2.31754817331902,"24",1.13470779086938,0.833916637360556,2.1678,0,0.7,0,378.38,666,18.1,82.5,23.2
"432",6.376,3.43394614791895,"24",1.21438922774894,0.833916637360556,2.2004,0,0.584,0,97.95,666,18.1,74.8,16.1
"459",6.019,4.09643014889608,"24",1.23609730488857,0.833916637360556,2.7175,0,0.713,0,396.9,666,18.1,84.4,20
"421",6.162,5.06681790495356,"24",1.2489656791006,0.833916637360556,1.8746,0,0.718,0,319.98,666,18.1,95.3,14.2
"408",6.459,4.60080624700153,"24",1.27016290691549,0.833916637360556,1.4547,0,0.597,0,314.64,666,18.1,97.9,17.2
"397",5.404,4.63751413688495,"24",1.28439763532348,0.833916637360556,1.6334,0,0.693,0,393.1,666,18.1,98.9,8.5
"458",6.004,3.76595466700007,"24",1.28855531848504,0.833916637360556,2.7831,0,0.713,0,272.21,666,18.1,83.7,14.9
"389",5.536,4.6625677969456,"24",1.30861860311047,0.833916637360556,1.7281,0,0.7,0,396.9,666,18.1,98.9,11.5
"371",7.923,1.86745735186065,"24",1.35815364331647,0.833916637360556,1.1691,0,0.631,0,366.15,666,18.1,100,50
"448",4.652,5.66157963515772,"24",1.36229418288493,0.833916637360556,2.2616,0,0.713,0,396.9,666,18.1,98.7,14.1
"439",4.973,4.94014164505202,"24",1.36490377735979,0.833916637360556,1.8172,0,0.74,0,396.9,666,18.1,93.9,12.8
"454",6.696,3.76595466700007,"24",1.37006710054033,0.833916637360556,2.4961,0,0.713,0,6.68,666,18.1,94.1,14.9
"441",5.731,4.39494591795916,"24",1.37874788440396,0.833916637360556,2.0651,0,0.74,0,385.96,666,18.1,97.2,17.1
"399",5.531,5.18159064937947,"24",1.38651151104938,0.833916637360556,1.5004,0,0.693,0,338.16,666,18.1,77.8,6.3
"443",6.629,4.06736267341643,"24",1.38850362956805,0.833916637360556,1.9784,0,0.74,0,386.73,666,18.1,100,15.4
"416",4.652,5.66157963515772,"24",1.42153440626727,0.833916637360556,1.8195,0,0.679,0,21.57,666,18.1,90.8,7.5
"419",5.304,5.00912879101723,"24",1.45566866235984,0.833916637360556,1.794,0,0.718,0,48.45,666,18.1,76.5,8.4
"407",6.812,3.25970342626834,"24",1.46027777257684,0.833916637360556,1.2852,0,0.659,0,332.09,666,18.1,100,27.9
"426",6.649,4.39494591795916,"24",1.4699311720762,0.833916637360556,1.9976,0,0.584,0,24.65,666,18.1,59.7,10.2
"438",6.142,4.8820945735777,"24",1.51347987974105,0.833916637360556,1.8206,0,0.74,0,68.95,666,18.1,87.9,8.4
"437",5.888,4.89238142804911,"24",1.55444361468444,0.833916637360556,1.9142,0,0.74,0,9.32,666,18.1,100,8.7
"381",6.174,4.74136542606774,"24",1.57213846434682,0.833916637360556,1.5192,0,0.671,0,396.9,666,18.1,99.1,10.9
"379",5.786,4.06736267341643,"24",1.61876675299813,0.833916637360556,1.3861,0,0.671,0,393.74,666,18.1,100,10.2
"403",4.519,5.46201437662761,"24",1.74910839838682,0.833916637360556,1.7028,0,0.693,0,396.9,666,18.1,96,8.3
"405",5.531,5.00912879101723,"24",2.19223333175465,0.833916637360556,1.4254,0,0.693,0,384.97,666,18.1,100,5
"194",6.982,1.46114289647888,"1",-1.73110191590629,-1.31292709856617,6.2196,60,0.401,0,376.7,265,2.93,18.8,29.1
"505",6.03,3.76595466700007,"1",-1.07990510068301,1.45124616523898,2.505,0,0.573,0,396.9,273,11.93,80.8,11.9
"503",6.871,3.34775540269668,"1",-0.948686501067208,1.45124616523898,2.1675,0,0.573,0,396.9,273,11.93,91,23.9
"501",6.565,3.43817204186857,"1",-0.93275842256768,1.45124616523898,2.4786,0,0.573,0,391.99,273,11.93,69.1,22.4
"1",6.003,4.12622187385129,"2",-1.37699123279582,-0.525818250464659,4.9671,0,0.469,0,396.9,242,7.07,78.9,21.6
"273",6.549,1.79383327370528,"3",-0.288987861891264,-0.142360813351939,4.3665,20,0.464,1,390.77,223,6.96,51.8,35.2
"67",6.389,2.35520651189937,"4",-0.974159099984927,0.0178965792890688,6.498,12.5,0.409,0,396.21,345,6.07,21.4,22
"295",6.635,2.74435549976171,"4",-0.558680805026228,-1.1943938643994,5.9604,0,0.437,0,396.9,289,13.92,31.1,28.6
"489",5.531,4.63751413688495,"4",-0.383342510749357,0.763410225319547,1.7554,0,0.609,0,344.05,711,27.74,98.3,7
"138",5.706,3.76595466700007,"4",-0.230813169748103,1.62150192036674,1.6686,0,0.624,0,392.04,437,21.89,98.2,13.3
"130",5.876,3.67484687572046,"4",-0.0811921769582539,1.62150192036674,2.1185,0,0.624,0,395.04,437,21.89,98.9,19.2
"137",5.707,3.23983279142847,"4",-0.0641648317014494,1.62150192036674,1.8498,0,0.624,0,394.08,437,21.89,98.4,17.1
"135",6.167,3.43394614791895,"4",0.153383531835531,1.62150192036674,2.1107,0,0.624,0,394.67,437,21.89,98.2,18.1
"14",6.127,3.66592498540228,"4",0.215879314531124,1.45124616523898,4.4619,0,0.538,0,380.02,307,8.14,84.5,18.2
"17",6.003,3.07747732040351,"4",0.310928975474167,1.45124616523898,4.2579,0,0.538,0,386.75,307,8.14,81.7,17.5
"18",5.986,2.81636710574705,"4",0.321597848987017,1.45124616523898,3.7965,0,0.538,0,288.99,307,8.14,36.6,20.2
"23",5.966,3.20580039622834,"4",0.416099004770437,1.45124616523898,4.0952,0,0.538,0,394.54,307,8.14,100,14.5
"30",5.856,4.13888231107415,"4",0.476554392195228,1.45124616523898,4.233,0,0.538,0,360.17,307,8.14,94.1,12.7
"33",6.142,4.10497825759137,"4",0.484746194714281,1.45124616523898,3.7872,0,0.538,0,358.77,307,8.14,95,13.1
"173",6.657,3.54542647125892,"5",-0.733927551492462,-0.997706535589136,2.6463,0,0.51,0,395.5,296,4.05,84.1,23.6
"76",5.889,4.21047142468078,"5",-0.68201554212126,-0.0899986875399935,4.0522,0,0.437,0,373.66,398,12.83,74.5,20
"101",6.251,2.77307481746662,"5",-0.621342604425458,1.368618600426,2.8561,0,0.52,0,395.58,384,8.56,71.3,26.5
"100",7.107,1.99807581377937,"5",-0.488320027076743,1.368618600426,2.7778,0,0.52,0,394.76,384,8.56,79.9,27.5
"103",5.663,3.34775540269668,"5",-0.312354397586079,1.368618600426,2.7147,0,0.52,0,394.47,384,8.56,87.4,19.3
"236",5.963,3.11513644455317,"8",0.121071810009603,-0.695829524768667,4.148,0,0.507,1,388.45,307,6.2,76.5,25.1
"484",5.876,3.06256425547388,"24",0.801493017584695,0.833916637360556,3.724,0,0.583,0,370.73,666,18.1,41.9,20.6
"485",6.019,3.40414597400055,"24",0.984540295939018,0.833916637360556,3.9917,0,0.583,0,388.62,666,18.1,51.9,21.2
"461",6.431,4.32938807705656,"24",0.986733084000734,0.833916637360556,2.5671,0,0.713,0,391.43,666,18.1,88.4,17.7
"357",5.851,3.28843404925812,"24",1.00396237613269,0.833916637360556,2.5052,0,0.77,1,391.34,666,18.1,91,21.7
"363",5.404,4.10497825759137,"24",1.04215131493884,0.833916637360556,1.9047,0,0.77,1,353.04,666,18.1,89,16.8
"360",6.782,3.30341021379394,"24",1.07215547032633,0.833916637360556,2.5182,0,0.77,0,374.56,666,18.1,88,25
"456",6.021,3.99261605108853,"24",1.0834582885859,0.833916637360556,2.5806,0,0.713,0,10.48,666,18.1,87.9,12.7
"455",6.481,3.99261605108853,"24",1.09072282411952,0.833916637360556,2.4358,0,0.713,0,50.92,666,18.1,86.5,14.1
"460",6.649,5.66157963515772,"24",1.09583725578577,0.833916637360556,2.5975,0,0.713,0,255.23,666,18.1,90,16.4
"476",5.957,4.59816473380712,"24",1.10084481200348,0.833916637360556,2.3053,0,0.614,0,396.21,666,18.1,93.6,16.7
"358",5.851,3.23983279142847,"24",1.12762408855773,0.833916637360556,2.7227,0,0.77,1,395.43,666,18.1,83.4,22.7
"433",6.167,3.68500251770508,"24",1.15624401516999,0.833916637360556,2.3158,0,0.713,0,100.19,666,18.1,87.9,14.3
"442",5.96,5.19437380746687,"24",1.16239818470639,0.833916637360556,2.0048,0,0.74,0,395.69,666,18.1,100,18.4
"369",7.853,1.81251836199392,"24",1.16265648347329,0.833916637360556,1.3567,0,0.631,1,375.33,666,18.1,96.8,50
"463",5.891,5.13132001327312,"24",1.17332038105581,0.833916637360556,2.8016,0,0.713,0,393.82,666,18.1,89.9,20.2
"450",6.431,4.10497825759137,"24",1.2311333393862,0.833916637360556,2.3236,0,0.713,0,0.32,666,18.1,92.6,13.4
"428",5.813,4.01040710959376,"24",1.26816847460051,0.833916637360556,1.9356,0,0.679,0,96.73,666,18.1,78.1,11
"449",6.142,5.10218499507821,"24",1.27671164495348,0.833916637360556,2.185,0,0.713,0,304.21,666,18.1,98.3,13
"453",5.998,4.06736267341643,"24",1.31330429179045,0.833916637360556,2.4527,0,0.713,0,375.87,666,18.1,99.3,17.8
"372",8.297,1.82178979285759,"24",1.31422930153939,0.833916637360556,1.1296,0,0.668,1,347.88,666,18.1,89.6,50
"395",6.343,5.66157963515772,"24",1.3353145407998,0.833916637360556,1.7257,0,0.693,0,391.98,666,18.1,98.8,13.1
"356",6.096,3.721458316052,"24",1.34727713931694,0.833916637360556,2.1222,0,0.77,1,377.73,666,18.1,97.4,17.8
"402",5.536,4.8820945735777,"24",1.37347451519496,0.833916637360556,1.639,0,0.693,0,376.11,666,18.1,100,12.1
"377",5.888,3.97357171906513,"24",1.38277536154235,0.833916637360556,1.358,0,0.671,0,396.9,666,18.1,98.8,13.3
"447",5.869,3.52924393810359,"24",1.38684298317176,0.833916637360556,2.198,0,0.74,0,388.52,666,18.1,96.6,12.6
"478",6.434,5.13132001327312,"24",1.39895175811503,0.833916637360556,2.1705,0,0.614,0,379.7,666,18.1,96.7,14.6
"420",6.014,4.67115273788205,"24",1.43066367003374,0.833916637360556,1.8589,0,0.718,0,318.75,666,18.1,100,16.7
"392",4.368,5.00912879101723,"24",1.44775841696885,0.833916637360556,1.77,0,0.7,0,396.9,666,18.1,97,9.7
"422",5.972,4.40634437237896,"24",1.46346992390542,0.833916637360556,1.9512,0,0.614,0,291.55,666,18.1,87.6,20.8
"444",6.03,4.8820945735777,"24",1.48740706617274,0.833916637360556,1.8956,0,0.74,0,240.52,666,18.1,96.6,10.8
